date,time,azimuth,elevation,plot_x,plot_y
2025-01-01,00:00,177.63,-60.94,0.0027,0.0647
2025-01-01,00:15,184.74,-60.89,-0.0054,0.0649
2025-01-01,00:30,191.77,-60.56,-0.0138,0.0660
2025-01-01,00:45,198.63,-59.95,-0.0229,0.0680
2025-01-01,01:00,205.22,-59.09,-0.0332,0.0705
2025-01-01,01:15,211.50,-57.99,-0.0448,0.0731
2025-01-01,01:30,217.42,-56.69,-0.0578,0.0755
2025-01-01,01:45,222.99,-55.19,-0.0721,0.0774
2025-01-01,02:00,228.20,-53.55,-0.0876,0.0783
2025-01-01,02:15,233.07,-51.76,-0.1041,0.0783
2025-01-01,02:30,237.64,-49.86,-0.1215,0.0770
2025-01-01,02:45,241.92,-47.87,-0.1395,0.0744
2025-01-01,03:00,245.96,-45.79,-0.1579,0.0704
2025-01-01,03:15,249.78,-43.65,-0.1766,0.0651
2025-01-01,03:30,253.40,-41.46,-0.1953,0.0582
2025-01-01,03:45,256.86,-39.23,-0.2140,0.0500
2025-01-01,04:00,260.18,-36.97,-0.2325,0.0403
2025-01-01,04:15,263.37,-34.68,-0.2506,0.0291
2025-01-01,04:30,266.46,-32.39,-0.2682,0.0166
2025-01-01,04:45,269.47,-30.08,-0.2851,0.0027
2025-01-01,05:00,272.40,-27.77,-0.3014,-0.0126
2025-01-01,05:15,275.28,-25.47,-0.3167,-0.0293
2025-01-01,05:30,278.11,-23.17,-0.3311,-0.0472
2025-01-01,05:45,280.91,-20.90,-0.3444,-0.0664
2025-01-01,06:00,283.69,-18.64,-0.3564,-0.0868
2025-01-01,06:15,286.46,-16.41,-0.3671,-0.1084
2025-01-01,06:30,289.22,-14.22,-0.3763,-0.1312
2025-01-01,06:45,291.98,-12.05,-0.3838,-0.1549
2025-01-01,07:00,294.76,-9.94,-0.3896,-0.1797
2025-01-01,07:15,297.56,-7.86,-0.3935,-0.2053
2025-01-01,07:30,300.38,-5.84,-0.3953,-0.2318
2025-01-01,07:45,303.23,-3.88,-0.3950,-0.2588
2025-01-01,08:00,306.12,-1.98,-0.3925,-0.2864
2025-01-01,08:15,309.05,-0.15,-0.3875,-0.3143
2025-01-01,08:30,312.02,1.60,-0.3799,-0.3424
2025-01-01,08:45,315.05,3.27,-0.3698,-0.3704
2025-01-01,09:00,318.12,4.86,-0.3570,-0.3981
2025-01-01,09:15,321.25,6.35,-0.3414,-0.4253
2025-01-01,09:30,324.43,7.75,-0.3230,-0.4517
2025-01-01,09:45,327.67,9.04,-0.3019,-0.4770
2025-01-01,10:00,330.96,10.22,-0.2781,-0.5010
2025-01-01,10:15,334.31,11.28,-0.2517,-0.5232
2025-01-01,10:30,337.70,12.22,-0.2228,-0.5433
2025-01-01,10:45,341.14,13.03,-0.1917,-0.5612
2025-01-01,11:00,344.62,13.71,-0.1586,-0.5765
2025-01-01,11:15,348.13,14.25,-0.1237,-0.5889
2025-01-01,11:30,351.68,14.66,-0.0875,-0.5983
2025-01-01,11:45,355.24,14.92,-0.0504,-0.6045
2025-01-01,12:00,358.81,15.04,-0.0126,-0.6073
2025-01-01,12:15,2.38,15.02,0.0253,-0.6067
2025-01-01,12:30,5.95,14.85,0.0629,-0.6028
2025-01-01,12:45,9.51,14.54,0.0998,-0.5955
2025-01-01,13:00,13.04,14.09,0.1355,-0.5851
2025-01-01,13:15,16.55,13.50,0.1698,-0.5717
2025-01-01,13:30,20.01,12.77,0.2023,-0.5555
2025-01-01,13:45,23.44,11.92,0.2327,-0.5368
2025-01-01,14:00,26.82,10.94,0.2608,-0.5160
2025-01-01,14:15,30.14,9.84,0.2864,-0.4931
2025-01-01,14:30,33.42,8.62,0.3093,-0.4687
2025-01-01,14:45,36.64,7.29,0.3295,-0.4430
2025-01-01,15:00,39.80,5.87,0.3469,-0.4163
2025-01-01,15:15,42.91,4.34,0.3615,-0.3889
2025-01-01,15:30,45.97,2.72,0.3735,-0.3611
2025-01-01,15:45,48.98,1.02,0.3827,-0.3330
2025-01-01,16:00,51.93,-0.76,0.3894,-0.3049
2025-01-01,16:15,54.85,-2.61,0.3936,-0.2771
2025-01-01,16:30,57.72,-4.53,0.3954,-0.2497
2025-01-01,16:45,60.57,-6.51,0.3949,-0.2229
2025-01-01,17:00,63.38,-8.55,0.3924,-0.1967
2025-01-01,17:15,66.17,-10.64,0.3879,-0.1713
2025-01-01,17:30,68.94,-12.77,0.3815,-0.1469
2025-01-01,17:45,71.70,-14.95,0.3734,-0.1235
2025-01-01,18:00,74.47,-17.15,0.3637,-0.1011
2025-01-01,18:15,77.23,-19.39,0.3525,-0.0799
2025-01-01,18:30,80.02,-21.66,0.3401,-0.0598
2025-01-01,18:45,82.83,-23.94,0.3264,-0.0411
2025-01-01,19:00,85.68,-26.24,0.3117,-0.0236
2025-01-01,19:15,88.57,-28.54,0.2960,-0.0074
2025-01-01,19:30,91.53,-30.85,0.2795,0.0075
2025-01-01,19:45,94.56,-33.15,0.2623,0.0209
2025-01-01,20:00,97.69,-35.45,0.2446,0.0330
2025-01-01,20:15,100.92,-37.73,0.2263,0.0437
2025-01-01,20:30,104.28,-39.98,0.2078,0.0529
2025-01-01,20:45,107.79,-42.20,0.1891,0.0607
2025-01-01,21:00,111.48,-44.37,0.1703,0.0670
2025-01-01,21:15,115.36,-46.49,0.1517,0.0719
2025-01-01,21:30,119.48,-48.54,0.1334,0.0754
2025-01-01,21:45,123.86,-50.51,0.1156,0.0776
2025-01-01,22:00,128.52,-52.37,0.0985,0.0784
2025-01-01,22:15,133.51,-54.11,0.0823,0.0781
2025-01-01,22:30,138.83,-55.71,0.0672,0.0768
2025-01-01,22:45,144.52,-57.14,0.0533,0.0748
2025-01-01,23:00,150.56,-58.38,0.0408,0.0723
2025-01-01,23:15,156.95,-59.40,0.0296,0.0696
2025-01-01,23:30,163.64,-60.18,0.0198,0.0673
2025-01-01,23:45,170.56,-60.70,0.0109,0.0655
2025-01-02,00:00,177.42,-60.84,0.0029,0.0653
2025-01-02,00:15,184.51,-60.80,-0.0052,0.0655
2025-01-02,00:30,191.53,-60.48,-0.0136,0.0666
2025-01-02,00:45,198.38,-59.89,-0.0228,0.0686
2025-01-02,01:00,204.97,-59.03,-0.0331,0.0710
2025-01-02,01:15,211.25,-57.94,-0.0447,0.0736
2025-01-02,01:30,217.18,-56.65,-0.0576,0.0760
2025-01-02,01:45,222.75,-55.16,-0.0719,0.0778
2025-01-02,02:00,227.96,-53.52,-0.0874,0.0788
2025-01-02,02:15,232.85,-51.74,-0.1039,0.0788
2025-01-02,02:30,237.42,-49.85,-0.1213,0.0775
2025-01-02,02:45,241.71,-47.86,-0.1393,0.0750
2025-01-02,03:00,245.76,-45.79,-0.1577,0.0710
2025-01-02,03:15,249.58,-43.65,-0.1764,0.0657
2025-01-02,03:30,253.21,-41.46,-0.1952,0.0589
2025-01-02,03:45,256.68,-39.23,-0.2138,0.0506
2025-01-02,04:00,260.00,-36.97,-0.2323,0.0410
2025-01-02,04:15,263.20,-34.69,-0.2504,0.0299
2025-01-02,04:30,266.29,-32.39,-0.2681,0.0174
2025-01-02,04:45,269.30,-30.08,-0.2851,0.0035
2025-01-02,05:00,272.24,-27.77,-0.3014,-0.0118
2025-01-02,05:15,275.12,-25.47,-0.3168,-0.0284
2025-01-02,05:30,277.96,-23.18,-0.3312,-0.0463
2025-01-02,05:45,280.76,-20.90,-0.3445,-0.0655
2025-01-02,06:00,283.54,-18.64,-0.3566,-0.0859
2025-01-02,06:15,286.31,-16.41,-0.3674,-0.1075
2025-01-02,06:30,289.07,-14.21,-0.3766,-0.1302
2025-01-02,06:45,291.84,-12.05,-0.3842,-0.1540
2025-01-02,07:00,294.62,-9.93,-0.3901,-0.1788
2025-01-02,07:15,297.42,-7.85,-0.3940,-0.2044
2025-01-02,07:30,300.24,-5.83,-0.3960,-0.2308
2025-01-02,07:45,303.09,-3.87,-0.3958,-0.2579
2025-01-02,08:00,305.98,-1.97,-0.3932,-0.2855
2025-01-02,08:15,308.91,-0.13,-0.3883,-0.3135
2025-01-02,08:30,311.89,1.63,-0.3809,-0.3416
2025-01-02,08:45,314.91,3.30,-0.3708,-0.3696
2025-01-02,09:00,317.98,4.89,-0.3581,-0.3975
2025-01-02,09:15,321.11,6.39,-0.3426,-0.4247
2025-01-02,09:30,324.30,7.79,-0.3243,-0.4512
2025-01-02,09:45,327.54,9.08,-0.3032,-0.4766
2025-01-02,10:00,330.83,10.27,-0.2794,-0.5006
2025-01-02,10:15,334.18,11.33,-0.2531,-0.5229
2025-01-02,10:30,337.57,12.28,-0.2242,-0.5432
2025-01-02,10:45,341.01,13.09,-0.1931,-0.5612
2025-01-02,11:00,344.50,13.78,-0.1600,-0.5766
2025-01-02,11:15,348.01,14.33,-0.1251,-0.5892
2025-01-02,11:30,351.56,14.74,-0.0889,-0.5987
2025-01-02,11:45,355.12,15.00,-0.0516,-0.6050
2025-01-02,12:00,358.70,15.13,-0.0138,-0.6079
2025-01-02,12:15,2.28,15.11,0.0241,-0.6074
2025-01-02,12:30,5.85,14.94,0.0618,-0.6036
2025-01-02,12:45,9.41,14.64,0.0988,-0.5964
2025-01-02,13:00,12.95,14.19,0.1347,-0.5861
2025-01-02,13:15,16.45,13.60,0.1692,-0.5727
2025-01-02,13:30,19.93,12.88,0.2018,-0.5566
2025-01-02,13:45,23.36,12.03,0.2323,-0.5379
2025-01-02,14:00,26.74,11.06,0.2605,-0.5171
2025-01-02,14:15,30.07,9.96,0.2862,-0.4943
2025-01-02,14:30,33.35,8.74,0.3092,-0.4698
2025-01-02,14:45,36.57,7.42,0.3295,-0.4441
2025-01-02,15:00,39.74,5.99,0.3470,-0.4174
2025-01-02,15:15,42.86,4.47,0.3618,-0.3899
2025-01-02,15:30,45.92,2.86,0.3738,-0.3620
2025-01-02,15:45,48.93,1.16,0.3832,-0.3339
2025-01-02,16:00,51.89,-0.62,0.3899,-0.3058
2025-01-02,16:15,54.81,-2.48,0.3942,-0.2780
2025-01-02,16:30,57.69,-4.40,0.3960,-0.2505
2025-01-02,16:45,60.53,-6.38,0.3957,-0.2236
2025-01-02,17:00,63.35,-8.41,0.3932,-0.1973
2025-01-02,17:15,66.14,-10.50,0.3887,-0.1719
2025-01-02,17:30,68.91,-12.63,0.3823,-0.1474
2025-01-02,17:45,71.68,-14.81,0.3742,-0.1239
2025-01-02,18:00,74.44,-17.02,0.3646,-0.1015
2025-01-02,18:15,77.21,-19.25,0.3535,-0.0802
2025-01-02,18:30,80.00,-21.52,0.3410,-0.0602
2025-01-02,18:45,82.81,-23.80,0.3274,-0.0413
2025-01-02,19:00,85.66,-26.10,0.3127,-0.0238
2025-01-02,19:15,88.55,-28.40,0.2970,-0.0075
2025-01-02,19:30,91.51,-30.71,0.2805,0.0074
2025-01-02,19:45,94.54,-33.02,0.2633,0.0209
2025-01-02,20:00,97.66,-35.31,0.2456,0.0330
2025-01-02,20:15,100.89,-37.59,0.2273,0.0437
2025-01-02,20:30,104.25,-39.84,0.2088,0.0530
2025-01-02,20:45,107.76,-42.06,0.1901,0.0609
2025-01-02,21:00,111.44,-44.24,0.1713,0.0673
2025-01-02,21:15,115.32,-46.36,0.1527,0.0722
2025-01-02,21:30,119.43,-48.41,0.1343,0.0758
2025-01-02,21:45,123.79,-50.37,0.1165,0.0780
2025-01-02,22:00,128.45,-52.24,0.0994,0.0789
2025-01-02,22:15,133.42,-53.98,0.0831,0.0786
2025-01-02,22:30,138.73,-55.58,0.0679,0.0774
2025-01-02,22:45,144.40,-57.02,0.0540,0.0754
2025-01-02,23:00,150.43,-58.26,0.0414,0.0729
2025-01-02,23:15,156.79,-59.29,0.0301,0.0703
2025-01-02,23:30,163.46,-60.07,0.0202,0.0680
2025-01-02,23:45,170.37,-60.60,0.0112,0.0662
2025-01-03,00:00,177.21,-60.74,0.0032,0.0660
2025-01-03,00:15,184.28,-60.71,-0.0050,0.0662
2025-01-03,00:30,191.29,-60.40,-0.0134,0.0672
2025-01-03,00:45,198.13,-59.81,-0.0226,0.0692
2025-01-03,01:00,204.72,-58.97,-0.0329,0.0716
2025-01-03,01:15,211.00,-57.89,-0.0445,0.0741
2025-01-03,01:30,216.93,-56.60,-0.0575,0.0765
2025-01-03,01:45,222.50,-55.12,-0.0718,0.0783
2025-01-03,02:00,227.73,-53.49,-0.0873,0.0793
2025-01-03,02:15,232.62,-51.71,-0.1038,0.0793
2025-01-03,02:30,237.20,-49.83,-0.1211,0.0781
2025-01-03,02:45,241.50,-47.84,-0.1391,0.0755
2025-01-03,03:00,245.55,-45.77,-0.1575,0.0716
2025-01-03,03:15,249.38,-43.64,-0.1762,0.0663
2025-01-03,03:30,253.02,-41.46,-0.1950,0.0595
2025-01-03,03:45,256.49,-39.23,-0.2137,0.0513
2025-01-03,04:00,259.82,-36.97,-0.2322,0.0417
2025-01-03,04:15,263.02,-34.69,-0.2504,0.0306
2025-01-03,04:30,266.12,-32.39,-0.2680,0.0182
2025-01-03,04:45,269.14,-30.08,-0.2851,0.0043
2025-01-03,05:00,272.08,-27.77,-0.3014,-0.0109
2025-01-03,05:15,274.96,-25.47,-0.3169,-0.0275
2025-01-03,05:30,277.80,-23.17,-0.3314,-0.0454
2025-01-03,05:45,280.61,-20.90,-0.3447,-0.0646
2025-01-03,06:00,283.39,-18.64,-0.3569,-0.0850
2025-01-03,06:15,286.16,-16.41,-0.3677,-0.1066
2025-01-03,06:30,288.93,-14.20,-0.3770,-0.1293
2025-01-03,06:45,291.69,-12.04,-0.3847,-0.1530
2025-01-03,07:00,294.47,-9.92,-0.3906,-0.1778
2025-01-03,07:15,297.27,-7.84,-0.3947,-0.2035
2025-01-03,07:30,300.10,-5.81,-0.3967,-0.2299
2025-01-03,07:45,302.95,-3.85,-0.3965,-0.2570
2025-01-03,08:00,305.84,-1.94,-0.3941,-0.2846
2025-01-03,08:15,308.77,-0.10,-0.3893,-0.3126
2025-01-03,08:30,311.74,1.66,-0.3819,-0.3408
2025-01-03,08:45,314.77,3.34,-0.3719,-0.3689
2025-01-03,09:00,317.84,4.93,-0.3592,-0.3968
2025-01-03,09:15,320.97,6.44,-0.3438,-0.4241
2025-01-03,09:30,324.16,7.84,-0.3255,-0.4507
2025-01-03,09:45,327.40,9.14,-0.3045,-0.4762
2025-01-03,10:00,330.70,10.32,-0.2808,-0.5003
2025-01-03,10:15,334.04,11.40,-0.2545,-0.5227
2025-01-03,10:30,337.44,12.34,-0.2256,-0.5432
2025-01-03,10:45,340.88,13.17,-0.1945,-0.5613
2025-01-03,11:00,344.37,13.85,-0.1614,-0.5768
2025-01-03,11:15,347.89,14.41,-0.1265,-0.5895
2025-01-03,11:30,351.44,14.82,-0.0902,-0.5991
2025-01-03,11:45,355.01,15.10,-0.0529,-0.6055
2025-01-03,12:00,358.59,15.22,-0.0150,-0.6086
2025-01-03,12:15,2.17,15.21,0.0230,-0.6082
2025-01-03,12:30,5.75,15.05,0.0608,-0.6044
2025-01-03,12:45,9.31,14.75,0.0979,-0.5974
2025-01-03,13:00,12.85,14.30,0.1340,-0.5871
2025-01-03,13:15,16.37,13.72,0.1685,-0.5738
2025-01-03,13:30,19.84,13.00,0.2013,-0.5577
2025-01-03,13:45,23.28,12.15,0.2319,-0.5391
2025-01-03,14:00,26.67,11.18,0.2602,-0.5182
2025-01-03,14:15,30.00,10.08,0.2860,-0.4954
2025-01-03,14:30,33.29,8.87,0.3092,-0.4710
2025-01-03,14:45,36.52,7.55,0.3296,-0.4452
2025-01-03,15:00,39.69,6.13,0.3473,-0.4184
2025-01-03,15:15,42.81,4.61,0.3621,-0.3910
2025-01-03,15:30,45.87,2.99,0.3742,-0.3630
2025-01-03,15:45,48.89,1.29,0.3837,-0.3349
2025-01-03,16:00,51.85,-0.48,0.3905,-0.3067
2025-01-03,16:15,54.77,-2.34,0.3948,-0.2788
2025-01-03,16:30,57.65,-4.25,0.3967,-0.2513
2025-01-03,16:45,60.50,-6.24,0.3964,-0.2243
2025-01-03,17:00,63.32,-8.27,0.3940,-0.1980
2025-01-03,17:15,66.11,-10.36,0.3895,-0.1725
2025-01-03,17:30,68.89,-12.49,0.3832,-0.1480
2025-01-03,17:45,71.66,-14.66,0.3752,-0.1244
2025-01-03,18:00,74.42,-16.87,0.3655,-0.1019
2025-01-03,18:15,77.19,-19.11,0.3544,-0.0806
2025-01-03,18:30,79.98,-21.37,0.3420,-0.0604
2025-01-03,18:45,82.79,-23.66,0.3284,-0.0415
2025-01-03,19:00,85.64,-25.95,0.3137,-0.0239
2025-01-03,19:15,88.54,-28.26,0.2981,-0.0076
2025-01-03,19:30,91.49,-30.57,0.2816,0.0073
2025-01-03,19:45,94.52,-32.87,0.2644,0.0209
2025-01-03,20:00,97.64,-35.17,0.2466,0.0331
2025-01-03,20:15,100.87,-37.45,0.2284,0.0439
2025-01-03,20:30,104.23,-39.70,0.2098,0.0532
2025-01-03,20:45,107.73,-41.92,0.1911,0.0611
2025-01-03,21:00,111.41,-44.09,0.1723,0.0675
2025-01-03,21:15,115.28,-46.21,0.1536,0.0726
2025-01-03,21:30,119.38,-48.26,0.1353,0.0762
2025-01-03,21:45,123.74,-50.23,0.1174,0.0784
2025-01-03,22:00,128.39,-52.10,0.1002,0.0794
2025-01-03,22:15,133.34,-53.84,0.0839,0.0792
2025-01-03,22:30,138.64,-55.45,0.0687,0.0780
2025-01-03,22:45,144.29,-56.89,0.0547,0.0761
2025-01-03,23:00,150.30,-58.14,0.0420,0.0736
2025-01-03,23:15,156.64,-59.17,0.0307,0.0710
2025-01-03,23:30,163.29,-59.96,0.0206,0.0687
2025-01-03,23:45,170.17,-60.49,0.0116,0.0669
2025-01-04,00:00,177.00,-60.63,0.0035,0.0668
2025-01-04,00:15,184.06,-60.61,-0.0047,0.0669
2025-01-04,00:30,191.05,-60.31,-0.0133,0.0679
2025-01-04,00:45,197.88,-59.73,-0.0225,0.0698
2025-01-04,01:00,204.47,-58.90,-0.0328,0.0722
2025-01-04,01:15,210.74,-57.83,-0.0445,0.0747
2025-01-04,01:30,216.68,-56.54,-0.0574,0.0771
2025-01-04,01:45,222.26,-55.08,-0.0717,0.0789
2025-01-04,02:00,227.49,-53.45,-0.0872,0.0799
2025-01-04,02:15,232.38,-51.68,-0.1037,0.0799
2025-01-04,02:30,236.97,-49.80,-0.1210,0.0787
2025-01-04,02:45,241.28,-47.82,-0.1390,0.0761
2025-01-04,03:00,245.34,-45.75,-0.1574,0.0723
2025-01-04,03:15,249.18,-43.62,-0.1761,0.0670
2025-01-04,03:30,252.82,-41.44,-0.1949,0.0602
2025-01-04,03:45,256.30,-39.22,-0.2136,0.0521
2025-01-04,04:00,259.63,-36.96,-0.2322,0.0425
2025-01-04,04:15,262.84,-34.68,-0.2503,0.0314
2025-01-04,04:30,265.95,-32.38,-0.2681,0.0190
2025-01-04,04:45,268.97,-30.07,-0.2852,0.0051
2025-01-04,05:00,271.91,-27.76,-0.3015,-0.0101
2025-01-04,05:15,274.80,-25.46,-0.3170,-0.0266
2025-01-04,05:30,277.64,-23.16,-0.3316,-0.0445
2025-01-04,05:45,280.45,-20.88,-0.3450,-0.0636
2025-01-04,06:00,283.24,-18.63,-0.3572,-0.0840
2025-01-04,06:15,286.01,-16.39,-0.3681,-0.1056
2025-01-04,06:30,288.77,-14.19,-0.3774,-0.1283
2025-01-04,06:45,291.54,-12.02,-0.3852,-0.1521
2025-01-04,07:00,294.33,-9.90,-0.3912,-0.1768
2025-01-04,07:15,297.12,-7.82,-0.3953,-0.2025
2025-01-04,07:30,299.95,-5.79,-0.3974,-0.2290
2025-01-04,07:45,302.80,-3.82,-0.3974,-0.2561
2025-01-04,08:00,305.69,-1.91,-0.3950,-0.2838
2025-01-04,08:15,308.62,-0.07,-0.3902,-0.3118
2025-01-04,08:30,311.60,1.70,-0.3830,-0.3400
2025-01-04,08:45,314.63,3.38,-0.3730,-0.3682
2025-01-04,09:00,317.70,4.98,-0.3604,-0.3962
2025-01-04,09:15,320.83,6.49,-0.3450,-0.4236
2025-01-04,09:30,324.02,7.90,-0.3269,-0.4503
2025-01-04,09:45,327.26,9.20,-0.3059,-0.4758
2025-01-04,10:00,330.56,10.39,-0.2822,-0.5001
2025-01-04,10:15,333.91,11.47,-0.2559,-0.5226
2025-01-04,10:30,337.31,12.42,-0.2271,-0.5431
2025-01-04,10:45,340.76,13.25,-0.1960,-0.5614
2025-01-04,11:00,344.24,13.94,-0.1628,-0.5770
2025-01-04,11:15,347.77,14.50,-0.1279,-0.5899
2025-01-04,11:30,351.32,14.92,-0.0916,-0.5996
2025-01-04,11:45,354.89,15.19,-0.0542,-0.6061
2025-01-04,12:00,358.48,15.33,-0.0162,-0.6093
2025-01-04,12:15,2.06,15.32,0.0219,-0.6090
2025-01-04,12:30,5.65,15.16,0.0598,-0.6053
2025-01-04,12:45,9.22,14.86,0.0971,-0.5983
2025-01-04,13:00,12.76,14.42,0.1332,-0.5881
2025-01-04,13:15,16.28,13.84,0.1679,-0.5749
2025-01-04,13:30,19.76,13.13,0.2008,-0.5588
2025-01-04,13:45,23.20,12.28,0.2316,-0.5402
2025-01-04,14:00,26.60,11.31,0.2600,-0.5193
2025-01-04,14:15,29.94,10.22,0.2860,-0.4965
2025-01-04,14:30,33.23,9.01,0.3092,-0.4721
2025-01-04,14:45,36.46,7.69,0.3298,-0.4463
2025-01-04,15:00,39.64,6.27,0.3475,-0.4195
2025-01-04,15:15,42.76,4.75,0.3625,-0.3920
2025-01-04,15:30,45.83,3.13,0.3747,-0.3640
2025-01-04,15:45,48.85,1.44,0.3842,-0.3358
2025-01-04,16:00,51.82,-0.34,0.3911,-0.3076
2025-01-04,16:15,54.74,-2.19,0.3955,-0.2796
2025-01-04,16:30,57.63,-4.11,0.3975,-0.2520
2025-01-04,16:45,60.48,-6.09,0.3972,-0.2250
2025-01-04,17:00,63.30,-8.12,0.3948,-0.1986
2025-01-04,17:15,66.09,-10.21,0.3904,-0.1731
2025-01-04,17:30,68.87,-12.34,0.3841,-0.1484
2025-01-04,17:45,71.64,-14.52,0.3761,-0.1248
2025-01-04,18:00,74.41,-16.73,0.3665,-0.1023
2025-01-04,18:15,77.18,-18.96,0.3555,-0.0809
2025-01-04,18:30,79.97,-21.23,0.3431,-0.0607
2025-01-04,18:45,82.78,-23.51,0.3295,-0.0417
2025-01-04,19:00,85.63,-25.80,0.3148,-0.0240
2025-01-04,19:15,88.53,-28.11,0.2991,-0.0077
2025-01-04,19:30,91.48,-30.42,0.2826,0.0073
2025-01-04,19:45,94.51,-32.72,0.2654,0.0209
2025-01-04,20:00,97.63,-35.02,0.2476,0.0332
2025-01-04,20:15,100.86,-37.30,0.2294,0.0440
2025-01-04,20:30,104.21,-39.55,0.2108,0.0534
2025-01-04,20:45,107.71,-41.77,0.1921,0.0613
2025-01-04,21:00,111.38,-43.95,0.1733,0.0679
2025-01-04,21:15,115.25,-46.07,0.1546,0.0729
2025-01-04,21:30,119.35,-48.12,0.1362,0.0766
2025-01-04,21:45,123.70,-50.09,0.1183,0.0789
2025-01-04,22:00,128.33,-51.95,0.1011,0.0799
2025-01-04,22:15,133.28,-53.70,0.0848,0.0798
2025-01-04,22:30,138.56,-55.31,0.0695,0.0787
2025-01-04,22:45,144.19,-56.75,0.0554,0.0768
2025-01-04,23:00,150.18,-58.00,0.0426,0.0744
2025-01-04,23:15,156.50,-59.04,0.0312,0.0718
2025-01-04,23:30,163.13,-59.83,0.0211,0.0695
2025-01-04,23:45,169.99,-60.37,0.0120,0.0677
2025-01-05,00:00,176.80,-60.52,0.0038,0.0676
2025-01-05,00:15,183.84,-60.50,-0.0045,0.0677
2025-01-05,00:30,190.82,-60.21,-0.0131,0.0687
2025-01-05,00:45,197.64,-59.64,-0.0224,0.0705
2025-01-05,01:00,204.22,-58.82,-0.0328,0.0729
2025-01-05,01:15,210.49,-57.76,-0.0444,0.0754
2025-01-05,01:30,216.43,-56.48,-0.0573,0.0777
2025-01-05,01:45,222.01,-55.02,-0.0716,0.0795
2025-01-05,02:00,227.24,-53.40,-0.0871,0.0805
2025-01-05,02:15,232.15,-51.64,-0.1036,0.0805
2025-01-05,02:30,236.74,-49.76,-0.1209,0.0793
2025-01-05,02:45,241.06,-47.78,-0.1389,0.0768
2025-01-05,03:00,245.13,-45.73,-0.1573,0.0729
2025-01-05,03:15,248.97,-43.60,-0.1760,0.0677
2025-01-05,03:30,252.62,-41.42,-0.1948,0.0610
2025-01-05,03:45,256.11,-39.20,-0.2136,0.0528
2025-01-05,04:00,259.44,-36.94,-0.2321,0.0433
2025-01-05,04:15,262.66,-34.66,-0.2504,0.0323
2025-01-05,04:30,265.77,-32.36,-0.2681,0.0198
2025-01-05,04:45,268.79,-30.06,-0.2852,0.0060
2025-01-05,05:00,271.74,-27.75,-0.3017,-0.0092
2025-01-05,05:15,274.63,-25.44,-0.3172,-0.0257
2025-01-05,05:30,277.48,-23.15,-0.3318,-0.0435
2025-01-05,05:45,280.29,-20.87,-0.3453,-0.0627
2025-01-05,06:00,283.08,-18.61,-0.3576,-0.0830
2025-01-05,06:15,285.85,-16.37,-0.3685,-0.1046
2025-01-05,06:30,288.62,-14.17,-0.3779,-0.1273
2025-01-05,06:45,291.39,-12.00,-0.3858,-0.1511
2025-01-05,07:00,294.17,-9.87,-0.3918,-0.1759
2025-01-05,07:15,296.97,-7.79,-0.3960,-0.2016
2025-01-05,07:30,299.80,-5.76,-0.3982,-0.2280
2025-01-05,07:45,302.65,-3.78,-0.3982,-0.2552
2025-01-05,08:00,305.55,-1.87,-0.3960,-0.2829
2025-01-05,08:15,308.48,-0.03,-0.3913,-0.3110
2025-01-05,08:30,311.46,1.74,-0.3841,-0.3393
2025-01-05,08:45,314.48,3.43,-0.3742,-0.3675
2025-01-05,09:00,317.56,5.04,-0.3617,-0.3955
2025-01-05,09:15,320.69,6.55,-0.3464,-0.4231
2025-01-05,09:30,323.88,7.96,-0.3282,-0.4498
2025-01-05,09:45,327.12,9.27,-0.3073,-0.4755
2025-01-05,10:00,330.42,10.46,-0.2837,-0.4998
2025-01-05,10:15,333.78,11.54,-0.2574,-0.5225
2025-01-05,10:30,337.18,12.50,-0.2286,-0.5432
2025-01-05,10:45,340.63,13.33,-0.1974,-0.5615
2025-01-05,11:00,344.12,14.03,-0.1642,-0.5773
2025-01-05,11:15,347.65,14.60,-0.1293,-0.5903
2025-01-05,11:30,351.20,15.02,-0.0929,-0.6001
2025-01-05,11:45,354.78,15.30,-0.0555,-0.6068
2025-01-05,12:00,358.37,15.44,-0.0174,-0.6100
2025-01-05,12:15,1.96,15.43,0.0209,-0.6099
2025-01-05,12:30,5.55,15.28,0.0589,-0.6063
2025-01-05,12:45,9.12,14.99,0.0962,-0.5994
2025-01-05,13:00,12.67,14.55,0.1325,-0.5892
2025-01-05,13:15,16.20,13.97,0.1673,-0.5760
2025-01-05,13:30,19.69,13.26,0.2003,-0.5600
2025-01-05,13:45,23.13,12.42,0.2313,-0.5414
2025-01-05,14:00,26.53,11.45,0.2599,-0.5205
2025-01-05,14:15,29.88,10.36,0.2859,-0.4977
2025-01-05,14:30,33.17,9.15,0.3093,-0.4732
2025-01-05,14:45,36.41,7.84,0.3300,-0.4474
2025-01-05,15:00,39.59,6.41,0.3479,-0.4206
2025-01-05,15:15,42.72,4.89,0.3629,-0.3930
2025-01-05,15:30,45.79,3.28,0.3752,-0.3650
2025-01-05,15:45,48.82,1.59,0.3848,-0.3367
2025-01-05,16:00,51.79,-0.19,0.3918,-0.3084
2025-01-05,16:15,54.72,-2.04,0.3963,-0.2804
2025-01-05,16:30,57.61,-3.96,0.3983,-0.2527
2025-01-05,16:45,60.46,-5.94,0.3981,-0.2256
2025-01-05,17:00,63.28,-7.97,0.3957,-0.1992
