Date,Time,Azimuth,Elevation
2025-04-01,23:15:00,345.6534061798767,-32.138827229903306
2025-04-01,23:30:00,350.0415397065469,-32.621010180082614
2025-04-01,23:45:00,354.4711135863874,-32.9281867059569
2025-04-02,00:00:00,358.92399468148517,-33.05721806269017
2025-04-02,00:00:00,358.92399468148517,-33.05721806269017
2025-04-02,00:15:00,3.3810841464465966,-33.006758621517434
2025-04-02,00:30:00,7.823103008853991,-32.7773166957008
2025-04-02,00:45:00,12.231394441235636,-32.371231064913076
2025-04-02,01:00:00,16.58867040744491,-31.79256549714432
2025-04-02,01:15:00,20.87963474230986,-31.046932723729757
2025-04-02,01:30:00,25.091439998441786,-30.14126582033057
2025-04-02,01:45:00,29.213960116624435,-29.08355789287598
2025-04-02,02:00:00,33.239880192445014,-27.88259223835403
2025-04-02,02:15:00,37.164629178463144,-26.54768181474382
2025-04-02,02:30:00,40.98619289941598,-25.088431993663608
2025-04-02,02:45:00,44.70484415541347,-23.514537114229764
2025-04-02,03:00:00,48.322829629930084,-21.835615182785897
2025-04-02,03:15:00,51.84404692692493,-20.06108066340962
2025-04-02,03:30:00,55.27373282828245,-18.20005442543405
2025-04-02,03:45:00,58.61818047400584,-16.261306305867734
2025-04-02,04:00:00,61.88449588627071,-14.25322457620934
2025-04-02,04:15:00,65.08039474238973,-12.183808801807977
2025-04-02,04:30:00,68.21404061058968,-10.060680718331014
2025-04-02,04:45:00,71.29392310626633,-7.8911081146188895
2025-04-02,05:00:00,74.32876925135224,-5.682039991358107
2025-04-02,05:15:00,77.3274846288096,-3.44014951815567
2025-04-02,05:30:00,80.29912064802011,-1.171881836179051
2025-04-02,05:45:00,83.25286084743243,1.4664202701791769
2025-04-02,06:00:00,86.19802314864125,3.6280954682661455
2025-04-02,06:15:00,89.14407519351107,5.873630870232035
2025-04-02,06:30:00,92.10065656326105,8.150075896754833
2025-04-02,06:45:00,95.07760526220306,10.43557399497054
2025-04-02,07:00:00,98.08498565033159,12.717542744949126
2025-04-02,07:15:00,101.13311098511286,14.986558708703354
2025-04-02,07:30:00,104.23255646605526,17.234331690054724
2025-04-02,07:45:00,107.39415767386708,19.45289221696484
2025-04-02,08:00:00,110.6289841051418,21.63419961241653
2025-04-02,08:15:00,113.94827934877941,23.76991830809353
2025-04-02,08:30:00,117.3633576687111,25.851272066345587
2025-04-02,08:45:00,120.88544088286983,27.86893979011369
2025-04-02,09:00:00,124.52542181001269,29.812982136312343
2025-04-02,09:15:00,128.29354069489278,31.67279882035582
2025-04-02,09:30:00,132.19895879638807,33.43712025878427
2025-04-02,09:45:00,136.24922328830462,35.09404372351526
2025-04-02,10:00:00,140.44962913113744,36.631126380110814
2025-04-02,10:15:00,144.80249640173156,38.03554625773028
2025-04-02,10:30:00,149.306410550215,39.29434272089492
2025-04-02,10:45:00,153.95550272509809,40.3947425380876
2025-04-02,11:00:00,158.73887053378905,41.32456697198125
2025-04-02,11:15:00,163.64026376489414,42.07270425219178
2025-04-02,11:30:00,168.63815822541665,42.62961603732541
2025-04-02,11:45:00,173.70630240099968,42.98783109285227
2025-04-02,12:00:00,178.8147617886891,43.142371551516874
2025-04-02,12:15:00,183.9313972240511,43.09105679670557
2025-04-02,12:30:00,189.02361756307525,42.83464176983383
2025-04-02,12:45:00,194.06019061657645,42.376769514882675
2025-04-02,13:00:00,199.01288259723876,41.7237447656288
2025-04-02,13:15:00,203.85773038336885,40.88416170207879
2025-04-02,13:30:00,208.5758368844491,39.86843642979459
2025-04-02,13:45:00,213.1536721673297,38.688300108621874
2025-04-02,14:00:00,217.58293640506554,37.35630491268112
2025-04-02,14:15:00,221.8600959461964,35.885381738301035
2025-04-02,14:30:00,225.98571947224332,34.28847272197299
2025-04-02,14:45:00,229.96372585820998,32.57824904346811
2025-04-02,15:00:00,233.80063563061867,30.766911918129715
2025-04-02,15:15:00,237.50488761258765,28.86606725626136
2025-04-02,15:30:00,241.08625049076767,26.886663373274978
2025-04-02,15:45:00,244.55534285841392,24.838978768777878
2025-04-02,16:00:00,247.92326064391193,22.732648358928614
2025-04-02,16:15:00,251.20129838892552,20.576722232911525
2025-04-02,16:30:00,254.4007514865753,18.37975351085677
